Year,Datetime,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name
2002.0,07 June 2002 - 18:00 ,Group B,Spain,3.0,1.0,Paraguay
2002.0,08 Jun 2002 - 15:30 ,Group B,South Africa,1.0,0.0,Slovenia
2002.0,08 Jun 2002 - 20:30 ,Group C,Brazil,4.0,0.0,China PR
2002.0,08 June 2002 - 18:00 ,Group G,Italy,1.0,2.0,Croatia
2002.0,09 Jun 2002 - 18:00 ,Group C,Costa Rica,1.0,1.0,Turkey
2002.0,09 Jun 2002 - 20:30 ,Group H,Japan,1.0,0.0,Russia
2002.0,09 Jun 2002 - 15:30 ,Group G,Mexico,2.0,1.0,Ecuador
2002.0,10 Jun 2002 - 15:30 ,Group D,Korea Republic,1.0,1.0,USA
2002.0,10 Jun 2002 - 20:30 ,Group D,Portugal,4.0,0.0,Poland
2002.0,10 Jun 2002 - 18:00 ,Group H,Tunisia,1.0,1.0,Belgium
2002.0,11 Jun 2002 - 15:30 ,Group A,Denmark,2.0,0.0,France
2002.0,11 June 2002 - 15:30 ,Group A,Senegal,3.0,3.0,Uruguay
2002.0,11 Jun 2002 - 20:30 ,Group E,Saudi Arabia,0.0,3.0,"rn"">Republic of Ireland"
2002.0,11 Jun 2002 - 20:30 ,Group E,Cameroon,0.0,2.0,Germany
2002.0,12 Jun 2002 - 15:30 ,Group F,Sweden,1.0,1.0,Argentina
2002.0,12 Jun 2002 - 15:30 ,Group F,Nigeria,0.0,0.0,England
2002.0,12 Jun 2002 - 20:30 ,Group B,Slovenia,1.0,3.0,Paraguay
2002.0,12 Jun 2002 - 20:30 ,Group B,South Africa,2.0,3.0,Spain
2002.0,13 Jun 2002 - 15:30 ,Group C,Costa Rica,2.0,5.0,Brazil
2002.0,13 Jun 2002 - 15:30 ,Group C,Turkey,3.0,0.0,China PR
2002.0,13 Jun 2002 - 20:30 ,Group G,Ecuador,1.0,0.0,Croatia
2002.0,13 Jun 2002 - 20:30 ,Group G,Mexico,1.0,1.0,Italy
2002.0,14 Jun 2002 - 15:30 ,Group H,Tunisia,0.0,2.0,Japan
2002.0,14 Jun 2002 - 20:30 ,Group D,Portugal,0.0,1.0,Korea Republic
2002.0,14 Jun 2002 - 20:30 ,Group D,Poland,3.0,1.0,USA
2002.0,14 Jun 2002 - 15:30 ,Group H,Belgium,3.0,2.0,Russia
2002.0,15 Jun 2002 - 20:30 ,Round of 16,Denmark,0.0,3.0,England
2002.0,15 Jun 2002 - 15:30 ,Round of 16,Germany,1.0,0.0,Paraguay
2002.0,16 Jun 2002 - 20:30 ,Round of 16,Spain,1.0,1.0,"rn"">Republic of Ireland"
2002.0,16 Jun 2002 - 15:30 ,Round of 16,Sweden,1.0,2.0,Senegal
2002.0,17 Jun 2002 - 20:30 ,Round of 16,Brazil,2.0,0.0,Belgium
2002.0,17 June 2002 - 15:30 ,Round of 16,Mexico,0.0,2.0,USA
2002.0,18 Jun 2002 - 15:30 ,Round of 16,Japan,0.0,1.0,Turkey
2002.0,18 Jun 2002 - 20:30 ,Round of 16,Korea Republic,2.0,1.0,Italy
2002.0,21 Jun 2002 - 15:30 ,Quarter-finals,England,1.0,2.0,Brazil
2002.0,21 Jun 2002 - 20:30 ,Quarter-finals,Germany,1.0,0.0,USA
2002.0,22 Jun 2002 - 20:30 ,Quarter-finals,Senegal,0.0,1.0,Turkey
2002.0,22 Jun 2002 - 15:30 ,Quarter-finals,Spain,0.0,0.0,Korea Republic
2002.0,25 Jun 2002 - 20:30 ,Semi-finals,Germany,1.0,0.0,Korea Republic
2002.0,26 Jun 2002 - 20:30 ,Semi-finals,Brazil,1.0,0.0,Turkey
2002.0,29 Jun 2002 - 20:00 ,Third place,Korea Republic,2.0,3.0,Turkey
2002.0,30 Jun 2002 - 20:00 ,Final,Germany,0.0,2.0,Brazil
2006.0,09 Jun 2006 - 18:00 ,Group A,Germany,4.0,2.0,Costa Rica
2006.0,09 Jun 2006 - 21:00 ,Group A,Poland,0.0,2.0,Ecuador
2006.0,10 Jun 2006 - 15:00 ,Group B,England,1.0,0.0,Paraguay
2006.0,10 Jun 2006 - 18:00 ,Group B,"rn"">Trinidad and Tobago",0.0,0.0,Sweden
2006.0,10 Jun 2006 - 21:00 ,Group C,Argentina,2.0,1.0,C�te d'Ivoire
2006.0,11 Jun 2006 - 15:00 ,Group C,"rn"">Serbia and Montenegro",0.0,1.0,Netherlands
2006.0,11 Jun 2006 - 18:00 ,Group D,Mexico,3.0,1.0,Iran
2006.0,11 Jun 2006 - 21:00 ,Group D,Angola,0.0,1.0,Portugal
2006.0,12 Jun 2006 - 15:00 ,Group F,Australia,3.0,1.0,Japan
2006.0,12 Jun 2006 - 18:00 ,Group E,USA,0.0,3.0,Czech Republic
2006.0,12 Jun 2006 - 21:00 ,Group E,Italy,2.0,0.0,Ghana
2006.0,13 Jun 2006 - 15:00 ,Group G,Korea Republic,2.0,1.0,Togo
2006.0,13 Jun 2006 - 18:00 ,Group G,France,0.0,0.0,Switzerland
2006.0,13 Jun 2006 - 21:00 ,Group F,Brazil,1.0,0.0,Croatia
2006.0,14 Jun 2006 - 15:00 ,Group H,Spain,4.0,0.0,Ukraine
2006.0,14 Jun 2006 - 18:00 ,Group H,Tunisia,2.0,2.0,Saudi Arabia
2006.0,14 Jun 2006 - 21:00 ,Group A,Germany,1.0,0.0,Poland
2006.0,15 Jun 2006 - 15:00 ,Group A,Ecuador,3.0,0.0,Costa Rica
2006.0,15 Jun 2006 - 18:00 ,Group B,England,2.0,0.0,"rn"">Trinidad and Tobago"
2006.0,15 Jun 2006 - 21:00 ,Group B,Sweden,1.0,0.0,Paraguay
2006.0,16 Jun 2006 - 15:00 ,Group C,Argentina,6.0,0.0,"rn"">Serbia and Montenegro"
2006.0,16 Jun 2006 - 18:00 ,Group C,Netherlands,2.0,1.0,C�te d'Ivoire
2006.0,16 Jun 2006 - 21:00 ,Group D,Mexico,0.0,0.0,Angola
2006.0,17 Jun 2006 - 15:00 ,Group D,Portugal,2.0,0.0,IR Iran
2006.0,17 Jun 2006 - 18:00 ,Group E,Czech Republic,0.0,2.0,Ghana
2006.0,17 Jun 2006 - 21:00 ,Group E,Italy,1.0,1.0,USA
2006.0,18 Jun 2006 - 15:00 ,Group F,Japan,0.0,0.0,Croatia
2006.0,18 Jun 2006 - 18:00 ,Group F,Brazil,2.0,0.0,Australia
2006.0,18 Jun 2006 - 21:00 ,Group G,France,1.0,1.0,Korea Republic
2006.0,19 Jun 2006 - 15:00 ,Group G,Togo,0.0,2.0,Switzerland
2006.0,19 Jun 2006 - 18:00 ,Group H,Saudi Arabia,0.0,4.0,Ukraine
2006.0,19 Jun 2006 - 21:00 ,Group H,Spain,3.0,1.0,Tunisia
2006.0,20 Jun 2006 - 16:00 ,Group A,Ecuador,0.0,3.0,Germany
2006.0,20 Jun 2006 - 16:00 ,Group A,Costa Rica,1.0,2.0,Poland
2006.0,20 Jun 2006 - 21:00 ,Group B,Sweden,2.0,2.0,England
2006.0,20 Jun 2006 - 21:00 ,Group B,Paraguay,2.0,0.0,"rn"">Trinidad and Tobago"
2006.0,21 Jun 2006 - 16:00 ,Group D,Iran,1.0,1.0,Angola
2006.0,21 Jun 2006 - 16:00 ,Group D,Portugal,2.0,1.0,Mexico
2006.0,21 Jun 2006 - 21:00 ,Group C,Netherlands,0.0,0.0,Argentina
2006.0,21 Jun 2006 - 21:00 ,Group C,C�te d'Ivoire,3.0,2.0,"rn"">Serbia and Montenegro"
2006.0,22 Jun 2006 - 16:00 ,Group E,Czech Republic,0.0,2.0,Italy
2006.0,22 Jun 2006 - 16:00 ,Group E,Ghana,2.0,1.0,USA
2006.0,22 Jun 2006 - 21:00 ,Group F,Japan,1.0,4.0,Brazil
2006.0,22 Jun 2006 - 21:00 ,Group F,Croatia,2.0,2.0,Australia
2006.0,23 Jun 2006 - 16:00 ,Group H,Ukraine,1.0,0.0,Tunisia
2006.0,23 Jun 2006 - 16:00 ,Group H,Saudi Arabia,0.0,1.0,Spain
2006.0,23 Jun 2006 - 21:00 ,Group G,Togo,0.0,2.0,France
2006.0,23 Jun 2006 - 21:00 ,Group G,Switzerland,2.0,0.0,Korea Republic
2006.0,24 Jun 2006 - 17:00 ,Round of 16,Germany,2.0,0.0,Sweden
2006.0,24 Jun 2006 - 21:00 ,Round of 16,Argentina,2.0,1.0,Mexico
2006.0,25 Jun 2006 - 17:00 ,Round of 16,England,1.0,0.0,Ecuador
2006.0,25 Jun 2006 - 21:00 ,Round of 16,Portugal,1.0,0.0,Netherlands
2006.0,26 Jun 2006 - 17:00 ,Round of 16,Italy,1.0,0.0,Australia
2006.0,26 Jun 2006 - 21:00 ,Round of 16,Switzerland,0.0,0.0,Ukraine
2006.0,27 Jun 2006 - 17:00 ,Round of 16,Brazil,3.0,0.0,Ghana
2006.0,27 Jun 2006 - 21:00 ,Round of 16,Spain,1.0,3.0,France
2006.0,30 Jun 2006 - 17:00 ,Quarter-finals,Germany,1.0,1.0,Argentina
2006.0,30 Jun 2006 - 21:00 ,Quarter-finals,Italy,3.0,0.0,Ukraine
2006.0,01 Jul 2006 - 17:00 ,Quarter-finals,England,0.0,0.0,Portugal
2006.0,01 Jul 2006 - 21:00 ,Quarter-finals,Brazil,0.0,1.0,France
2006.0,04 Jul 2006 - 21:00 ,Semi-finals,Germany,0.0,2.0,Italy
2006.0,05 Jul 2006 - 21:00 ,Semi-finals,Portugal,0.0,1.0,France
2006.0,08 Jul 2006 - 21:00 ,Third place,Germany,3.0,1.0,Portugal
2006.0,09 Jul 2006 - 20:00 ,Final,Italy,1.0,1.0,France
2010.0,11 Jun 2010 - 16:00 ,Group A,South Africa,1.0,1.0,Mexico
2010.0,11 Jun 2010 - 20:30 ,Group A,Uruguay,0.0,0.0,France
2010.0,12 Jun 2010 - 13:30 ,Group B,Korea Republic,2.0,0.0,Greece
2010.0,12 Jun 2010 - 16:00 ,Group B,Argentina,1.0,0.0,Nigeria
2010.0,12 Jun 2010 - 20:30 ,Group C,England,1.0,1.0,USA
2010.0,13 Jun 2010 - 13:30 ,Group C,Algeria,0.0,1.0,Slovenia
2010.0,13 Jun 2010 - 16:00 ,Group D,Serbia,0.0,1.0,Ghana
2010.0,13 Jun 2010 - 20:30 ,Group D,Germany,4.0,0.0,Australia
2010.0,14 Jun 2010 - 13:30 ,Group E,Netherlands,2.0,0.0,Denmark
2010.0,14 Jun 2010 - 16:00 ,Group E,Japan,1.0,0.0,Cameroon
2010.0,14 Jun 2010 - 20:30 ,Group F,Italy,1.0,1.0,Paraguay
2010.0,15 Jun 2010 - 13:30 ,Group F,New Zealand,1.0,1.0,Slovakia
2010.0,15 Jun 2010 - 16:00 ,Group G,C�te d'Ivoire,0.0,0.0,Portugal
2010.0,15 Jun 2010 - 20:30 ,Group G,Brazil,2.0,1.0,Korea DPR
2010.0,16 Jun 2010 - 13:30 ,Group H,Honduras,0.0,1.0,Chile
2010.0,16 Jun 2010 - 16:00 ,Group H,Spain,0.0,1.0,Switzerland
2010.0,16 Jun 2010 - 20:30 ,Group A,South Africa,0.0,3.0,Uruguay
2010.0,17 Jun 2010 - 13:30 ,Group B,Argentina,4.0,1.0,Korea Republic
2010.0,17 Jun 2010 - 16:00 ,Group B,Greece,2.0,1.0,Nigeria
2010.0,17 Jun 2010 - 20:30 ,Group A,France,0.0,2.0,Mexico
2010.0,18 Jun 2010 - 13:30 ,Group D,Germany,0.0,1.0,Serbia
2010.0,18 Jun 2010 - 16:00 ,Group C,Slovenia,2.0,2.0,USA
2010.0,18 Jun 2010 - 20:30 ,Group C,England,0.0,0.0,Algeria
2010.0,19 Jun 2010 - 13:30 ,Group E,Netherlands,1.0,0.0,Japan
2010.0,19 Jun 2010 - 16:00 ,Group D,Ghana,1.0,1.0,Australia
2010.0,19 Jun 2010 - 20:30 ,Group E,Cameroon,1.0,2.0,Denmark
2010.0,20 Jun 2010 - 13:30 ,Group F,Slovakia,0.0,2.0,Paraguay
2010.0,20 Jun 2010 - 16:00 ,Group F,Italy,1.0,1.0,New Zealand
2010.0,20 Jun 2010 - 20:30 ,Group G,Brazil,3.0,1.0,C�te d'Ivoire
2010.0,21 Jun 2010 - 13:30 ,Group G,Portugal,7.0,0.0,Korea DPR
2010.0,21 Jun 2010 - 16:00 ,Group H,Chile,1.0,0.0,Switzerland
2010.0,21 Jun 2010 - 20:30 ,Group H,Spain,2.0,0.0,Honduras
2010.0,22 Jun 2010 - 16:00 ,Group A,Mexico,0.0,1.0,Uruguay
2010.0,22 Jun 2010 - 16:00 ,Group A,France,1.0,2.0,South Africa
2010.0,22 Jun 2010 - 20:30 ,Group B,Nigeria,2.0,2.0,Korea Republic
2010.0,22 Jun 2010 - 20:30 ,Group B,Greece,0.0,2.0,Argentina
2010.0,23 Jun 2010 - 16:00 ,Group C,Slovenia,0.0,1.0,England
2010.0,23 Jun 2010 - 16:00 ,Group C,USA,1.0,0.0,Algeria
2010.0,23 Jun 2010 - 20:30 ,Group D,Ghana,0.0,1.0,Germany
2010.0,23 Jun 2010 - 20:30 ,Group D,Australia,2.0,1.0,Serbia
2010.0,24 Jun 2010 - 16:00 ,Group F,Slovakia,3.0,2.0,Italy
2010.0,24 Jun 2010 - 16:00 ,Group F,Paraguay,0.0,0.0,New Zealand
2010.0,24 Jun 2010 - 20:30 ,Group E,Denmark,1.0,3.0,Japan
2010.0,24 Jun 2010 - 20:30 ,Group E,Cameroon,1.0,2.0,Netherlands
2010.0,25 Jun 2010 - 16:00 ,Group G,Portugal,0.0,0.0,Brazil
2010.0,25 Jun 2010 - 16:00 ,Group G,Korea DPR,0.0,3.0,C�te d'Ivoire
2010.0,25 Jun 2010 - 20:30 ,Group H,Chile,1.0,2.0,Spain
2010.0,25 Jun 2010 - 20:30 ,Group H,Switzerland,0.0,0.0,Honduras
2010.0,26 Jun 2010 - 16:00 ,Round of 16,Uruguay,2.0,1.0,Korea Republic
2010.0,26 Jun 2010 - 20:30 ,Round of 16,USA,1.0,2.0,Ghana
2010.0,27 Jun 2010 - 16:00 ,Round of 16,Germany,4.0,1.0,England
2010.0,27 Jun 2010 - 20:30 ,Round of 16,Argentina,3.0,1.0,Mexico
2010.0,28 Jun 2010 - 16:00 ,Round of 16,Netherlands,2.0,1.0,Slovakia
2010.0,28 Jun 2010 - 20:30 ,Round of 16,Brazil,3.0,0.0,Chile
2010.0,29 Jun 2010 - 16:00 ,Round of 16,Paraguay,0.0,0.0,Japan
2010.0,29 Jun 2010 - 20:30 ,Round of 16,Spain,1.0,0.0,Portugal
2010.0,02 Jul 2010 - 16:00 ,Quarter-finals,Netherlands,2.0,1.0,Brazil
2010.0,02 Jul 2010 - 20:30 ,Quarter-finals,Uruguay,1.0,1.0,Ghana
2010.0,03 Jul 2010 - 16:00 ,Quarter-finals,Argentina,0.0,4.0,Germany
2010.0,03 Jul 2010 - 20:30 ,Quarter-finals,Paraguay,0.0,1.0,Spain
2010.0,06 Jul 2010 - 20:30 ,Semi-finals,Uruguay,2.0,3.0,Netherlands
2010.0,07 Jul 2010 - 20:30 ,Semi-finals,Germany,0.0,1.0,Spain
2010.0,10 Jul 2010 - 20:30 ,Match for third place,Uruguay,2.0,3.0,Germany
2010.0,11 Jul 2010 - 20:30 ,Final,Netherlands,0.0,1.0,Spain
2014.0,12 Jun 2014 - 17:00 ,Group A,Brazil,3.0,1.0,Croatia
2014.0,13 Jun 2014 - 13:00 ,Group A,Mexico,1.0,0.0,Cameroon
2014.0,13 Jun 2014 - 16:00 ,Group B,Spain,1.0,5.0,Netherlands
2014.0,13 Jun 2014 - 18:00 ,Group B,Chile,3.0,1.0,Australia
2014.0,14 Jun 2014 - 13:00 ,Group C,Colombia,3.0,0.0,Greece
2014.0,14 Jun 2014 - 16:00 ,Group D,Uruguay,1.0,3.0,Costa Rica
2014.0,14 Jun 2014 - 18:00 ,Group D,England,1.0,2.0,Italy
2014.0,14 Jun 2014 - 22:00 ,Group C,C�te d'Ivoire,2.0,1.0,Japan
2014.0,15 Jun 2014 - 13:00 ,Group E,Switzerland,2.0,1.0,Ecuador
2014.0,15 Jun 2014 - 16:00 ,Group E,France,3.0,0.0,Honduras
2014.0,15 Jun 2014 - 19:00 ,Group F,Argentina,2.0,1.0,"rn"">Bosnia and Herzegovina"
2014.0,16 Jun 2014 - 13:00 ,Group G,Germany,4.0,0.0,Portugal
2014.0,16 Jun 2014 - 16:00 ,Group F,IR Iran,0.0,0.0,Nigeria
2014.0,16 Jun 2014 - 19:00 ,Group G,Ghana,1.0,2.0,USA
2014.0,17 Jun 2014 - 13:00 ,Group H,Belgium,2.0,1.0,Algeria
2014.0,17 Jun 2014 - 16:00 ,Group A,Brazil,0.0,0.0,Mexico
2014.0,17 Jun 2014 - 18:00 ,Group H,Russia,1.0,1.0,Korea Republic
2014.0,18 Jun 2014 - 13:00 ,Group B,Australia,2.0,3.0,Netherlands
2014.0,18 Jun 2014 - 16:00 ,Group B,Spain,0.0,2.0,Chile
2014.0,18 Jun 2014 - 18:00 ,Group A,Cameroon,0.0,4.0,Croatia
2014.0,19 Jun 2014 - 13:00 ,Group C,Colombia,2.0,1.0,C�te d'Ivoire
2014.0,19 Jun 2014 - 16:00 ,Group D,Uruguay,2.0,1.0,England
2014.0,19 Jun 2014 - 19:00 ,Group C,Japan,0.0,0.0,Greece
2014.0,20 Jun 2014 - 13:00 ,Group D,Italy,0.0,1.0,Costa Rica
2014.0,20 Jun 2014 - 16:00 ,Group E,Switzerland,2.0,5.0,France
2014.0,20 Jun 2014 - 19:00 ,Group E,Honduras,1.0,2.0,Ecuador
2014.0,21 Jun 2014 - 13:00 ,Group F,Argentina,1.0,0.0,IR Iran
2014.0,21 Jun 2014 - 16:00 ,Group G,Germany,2.0,2.0,Ghana
2014.0,21 Jun 2014 - 18:00 ,Group F,Nigeria,1.0,0.0,"rn"">Bosnia and Herzegovina"
2014.0,22 Jun 2014 - 13:00 ,Group H,Belgium,1.0,0.0,Russia
2014.0,22 Jun 2014 - 16:00 ,Group H,Korea Republic,2.0,4.0,Algeria
2014.0,22 Jun 2014 - 18:00 ,Group G,USA,2.0,2.0,Portugal
2014.0,23 Jun 2014 - 13:00 ,Group B,Australia,0.0,3.0,Spain
2014.0,23 Jun 2014 - 13:00 ,Group B,Netherlands,2.0,0.0,Chile
2014.0,23 Jun 2014 - 17:00 ,Group A,Cameroon,1.0,4.0,Brazil
2014.0,23 Jun 2014 - 17:00 ,Group A,Croatia,1.0,3.0,Mexico
2014.0,24 Jun 2014 - 13:00 ,Group D,Italy,0.0,1.0,Uruguay
2014.0,24 Jun 2014 - 13:00 ,Group D,Costa Rica,0.0,0.0,England
2014.0,24 Jun 2014 - 16:00 ,Group C,Japan,1.0,4.0,Colombia
2014.0,24 Jun 2014 - 17:00 ,Group C,Greece,2.0,1.0,C�te d'Ivoire
2014.0,25 Jun 2014 - 13:00 ,Group F,Nigeria,2.0,3.0,Argentina
2014.0,25 Jun 2014 - 13:00 ,Group F,"rn"">Bosnia and Herzegovina",3.0,1.0,IR Iran
2014.0,25 Jun 2014 - 16:00 ,Group E,Honduras,0.0,3.0,Switzerland
2014.0,25 Jun 2014 - 17:00 ,Group E,Ecuador,0.0,0.0,France
2014.0,26 Jun 2014 - 13:00 ,Group G,USA,0.0,1.0,Germany
2014.0,26 Jun 2014 - 13:00 ,Group G,Portugal,2.0,1.0,Ghana
2014.0,26 Jun 2014 - 17:00 ,Group H,Korea Republic,0.0,1.0,Belgium
2014.0,26 Jun 2014 - 17:00 ,Group H,Algeria,1.0,1.0,Russia
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Brazil,1.0,1.0,Chile
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Colombia,2.0,0.0,Uruguay
2014.0,30 Jun 2014 - 13:00 ,Round of 16,France,2.0,0.0,Nigeria
2014.0,30 Jun 2014 - 17:00 ,Round of 16,Germany,2.0,1.0,Algeria
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Brazil,2.0,1.0,Colombia
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,France,0.0,1.0,Germany
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Brazil,1.0,7.0,Germany
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Brazil,0.0,3.0,Netherlands
2014.0,13 Jul 2014 - 16:00 ,Final,Germany,1.0,0.0,Argentina
2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Netherlands,0.0,0.0,Argentina
2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Netherlands,0.0,0.0,Costa Rica
2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Argentina,1.0,0.0,Belgium
2014.0,29 Jun 2014 - 13:00 ,Round of 16,Netherlands,2.0,1.0,Mexico
2014.0,29 Jun 2014 - 17:00 ,Round of 16,Costa Rica,1.0,1.0,Greece
2014.0,01 Jul 2014 - 13:00 ,Round of 16,Argentina,1.0,0.0,Switzerland
2014.0,01 Jul 2014 - 17:00 ,Round of 16,Belgium,2.0,1.0,USA
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Brazil,1.0,1.0,Chile
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Colombia,2.0,0.0,Uruguay
2014.0,29 Jun 2014 - 13:00 ,Round of 16,Netherlands,2.0,1.0,Mexico
2014.0,29 Jun 2014 - 17:00 ,Round of 16,Costa Rica,1.0,1.0,Greece
2014.0,30 Jun 2014 - 13:00 ,Round of 16,France,2.0,0.0,Nigeria
2014.0,30 Jun 2014 - 17:00 ,Round of 16,Germany,2.0,1.0,Algeria
2014.0,01 Jul 2014 - 13:00 ,Round of 16,Argentina,1.0,0.0,Switzerland
2014.0,01 Jul 2014 - 17:00 ,Round of 16,Belgium,2.0,1.0,USA
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,France,0.0,1.0,Germany
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Brazil,2.0,1.0,Colombia
2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Argentina,1.0,0.0,Belgium
2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Netherlands,0.0,0.0,Costa Rica
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Brazil,1.0,7.0,Germany
2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Netherlands,0.0,0.0,Argentina
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Brazil,0.0,3.0,Netherlands
2014.0,13 Jul 2014 - 16:00 ,Final,Germany,1.0,0.0,Argentina
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
